,date,daily new cases,daily deaths,Hospitalised Cases,Severe Cases,Cases In ICUs,Incubated Cases,PCR_daily tests performed,RA_daily tests performed,total_daily tests performed,total cases,total deaths,total PCR tests,total RA tests,total tests,Notes,perc_hosp_unvaccinated,perc_hosp_vaccinated,Hospitalizations from reports,n_hospitalized_unvaccinated,n_hospitalized_vaccinated
657,2021-12-26,912,1.0,162.0,74.0,31.0,26.0,4535.0,49180.0,53715.0,150760,685,2558869.0,16221016.0,18779885.0,,80.87,19.13,162.0,131.0094,30.9906
658,2021-12-27,1925,2.0,161.0,78.0,31.0,27.0,12917.0,108210.0,121127.0,152685,687,2571786.0,16329226.0,18901012.0,,80.75,19.25,161.0,130.0075,30.9925
659,2021-12-28,2241,0.0,168.0,84.0,35.0,27.0,11803.0,86244.0,98047.0,154926,687,2583589.0,16415470.0,18999059.0,,80.96,19.04,168.0,136.0128,31.987199999999998
660,2021-12-29,3002,5.0,174.0,84.0,33.0,24.0,13293.0,105601.0,118894.0,157928,692,2596882.0,16521071.0,19117953.0,,82.76,17.24,174.0,144.00240000000002,29.9976
661,2021-12-30,3851,1.0,178.0,85.0,39.0,28.0,14415.0,100328.0,114743.0,161779,693,2611297.0,16621399.0,19232696.0,,85.4,14.6,178.0,152.012,25.987999999999996
662,2021-12-31,5048,3.0,180.0,79.0,34.0,28.0,14971.0,154505.0,169476.0,166827,696,2626268.0,16775904.0,19402172.0,,85.48,14.52,180.0,153.864,26.136
663,2022-01-01,2332,0.0,187.0,82.0,36.0,32.0,8525.0,30452.0,38977.0,169159,696,2634793.0,16806356.0,19441149.0,,85.03,14.97,187.0,159.0061,27.993900000000004
664,2022-01-02,3538,1.0,203.0,84.0,38.0,33.0,7912.0,83570.0,91482.0,172697,697,2642705.0,16889926.0,19532631.0,,83.26,16.74,203.0,169.01780000000002,33.9822
665,2022-01-03,5024,2.0,201.0,75.0,36.0,32.0,13840.0,150518.0,164358.0,177721,699,2656545.0,17040444.0,19696989.0,,81.1,18.9,201.0,163.011,37.989
666,2022-01-04,5457,5.0,209.0,76.0,36.0,32.0,18576.0,104225.0,122801.0,183178,704,2675121.0,17144669.0,19819790.0,,78.0,22.0,209.0,163.02,45.98
667,2022-01-05,5202,4.0,205.0,70.0,31.0,28.0,14588.0,115488.0,130076.0,188380,708,2689709.0,17260157.0,19949866.0,,80.0,20.0,205.0,164.0,41.0
668,2022-01-06,3777,0.0,235.0,73.0,31.0,29.0,12452.0,64803.0,77255.0,192157,708,2702161.0,17324960.0,20027121.0,,77.45,22.55,235.0,182.0075,52.9925
669,2022-01-07,5244,0.0,230.0,81.0,33.0,28.0,13007.0,126327.0,139334.0,197401,708,2715168.0,17451287.0,20166455.0,,77.83,22.17,230.0,179.009,50.99100000000001
670,2022-01-08,3959,3.0,244.0,83.0,33.0,26.0,14243.0,137995.0,152238.0,201360,711,2729411.0,17589282.0,20318693.0,,77.05,22.95,244.0,188.002,55.998000000000005
671,2022-01-09,3012,4.0,251.0,91.0,32.0,29.0,8701.0,131008.0,139709.0,204372,715,2738112.0,17720290.0,20458402.0,,75.3,24.7,251.0,189.003,61.997
672,2022-01-10,4187,4.0,245.0,86.0,33.0,27.0,13416.0,123675.0,137091.0,208559,719,2751528.0,17843965.0,20595493.0,,76.64,23.36,245.0,187.768,57.232
673,2022-01-11,3515,4.0,252.0,76.0,29.0,24.0,12074.0,93302.0,105376.0,212074,723,2763602.0,17937267.0,20700869.0,,76.2,23.8,252.0,192.024,59.976000000000006
674,2022-01-12,3197,4.0,266.0,93.0,32.0,28.0,9558.0,102675.0,112233.0,215271,727,2773160.0,18039942.0,20813102.0,,76.32,23.68,266.0,203.0112,62.9888
675,2022-01-13,3103,3.0,259.0,87.0,33.0,29.0,6671.0,115345.0,122016.0,218374,730,2779831.0,18155287.0,20935118.0,,74.91,25.09,259.0,194.0169,64.98310000000001
676,2022-01-14,3042,0.0,257.0,91.0,32.0,28.0,8416.0,113801.0,122217.0,221416,730,2788247.0,18269088.0,21057335.0,,73.16,26.84,257.0,188.0212,68.9788
677,2022-01-15,2351,3.0,270.0,88.0,32.0,28.0,9371.0,86369.0,95740.0,223767,733,2797618.0,18355457.0,21153075.0,,74.08,25.92,270.0,200.016,69.98400000000001
678,2022-01-16,1971,6.0,270.0,92.0,37.0,31.0,5589.0,89416.0,95005.0,225738,739,2803207.0,18444873.0,21248080.0,,71.38,28.62,270.0,192.726,77.274
679,2022-01-17,2918,3.0,270.0,94.0,40.0,34.0,10024.0,131189.0,141213.0,228656,742,2813231.0,18576062.0,21389293.0,,70.64,29.36,270.0,190.72799999999998,79.27199999999999
680,2022-01-18,2200,5.0,257.0,89.0,42.0,38.0,8483.0,96482.0,104965.0,230856,747,2821714.0,18672544.0,21494258.0,,69.65,30.349999999999994,257.0,179.00050000000002,77.99949999999998
681,2022-01-19,2226,1.0,248.0,92.0,40.0,35.0,6732.0,88918.0,95650.0,233082,748,2828446.0,18761462.0,21589908.0,,73.39,26.61,248.0,182.0072,65.9928
682,2022-01-20,2282,11.0,244.0,81.0,37.0,34.0,6547.0,102123.0,108670.0,235364,759,2834993.0,18863585.0,21698578.0,,72.55,27.450000000000003,244.0,177.02200000000002,66.97800000000001
683,2022-01-21,2192,3.0,242.0,84.0,38.0,33.0,6557.0,99887.0,106444.0,232161,762,2841550.0,18963472.0,21805022.0,database update resulted in -5395 cases of covid-19,70.67,29.33,242.0,171.0214,70.9786
684,2022-01-22,1984,6.0,240.0,79.0,31.0,27.0,6229.0,75958.0,82187.0,234145,768,2847779.0,19039430.0,21887209.0,,73.34,26.66,240.0,176.01600000000002,63.983999999999995
685,2022-01-23,1813,4.0,238.0,76.0,31.0,27.0,4564.0,8323.0,12887.0,235958,772,2852343.0,19047753.0,21900096.0,,73.53,26.47,238.0,175.0014,62.998599999999996
686,2022-01-24,2815,1.0,221.0,75.0,34.0,30.0,7788.0,122678.0,130466.0,238773,773,2860131.0,19170431.0,22030562.0,,70.59,29.41,221.0,156.00390000000002,64.9961
687,2022-01-25,2546,3.0,223.0,71.0,32.0,27.0,6465.0,92843.0,99308.0,241319,776,2866596.0,19263274.0,22129870.0,,73.43,26.57,223.0,163.74890000000002,59.251099999999994
688,2022-01-26,2499,8.0,224.0,75.0,38.0,34.0,5190.0,87086.0,92276.0,243818,784,2871786.0,19350360.0,22222146.0,,75.0,25.0,224.0,168.0,56.0
689,2022-01-27,2536,1.0,226.0,76.0,38.0,36.0,6000.0,100890.0,106890.0,246354,785,2877786.0,19451250.0,22329036.0,,77.44,22.56,226.0,175.0144,50.9856
690,2022-01-28,2587,3.0,208.0,68.0,33.0,30.0,5748.0,104453.0,110201.0,248941,788,2883534.0,19555703.0,22439237.0,,76.45,23.55,208.0,159.016,48.98400000000001
691,2022-01-29,2184,4.0,203.0,68.0,32.0,27.0,5970.0,77796.0,83766.0,251125,792,2889504.0,19633499.0,22523003.0,,74.39,25.61,203.0,151.0117,51.9883
692,2022-01-30,2225,1.0,211.0,74.0,40.0,32.0,4542.0,80761.0,85303.0,253350,793,2894046.0,19714260.0,22608306.0,,76.31,23.69,211.0,161.01409999999998,49.9859
693,2022-01-31,3396,3.0,204.0,65.0,35.0,31.0,7025.0,130655.0,137680.0,256746,796,2901071.0,19844915.0,22745986.0,,76.36,23.64,204.0,155.7744,48.22560000000001
694,2022-02-01,3038,1.0,211.0,60.0,33.0,29.0,6146.0,107716.0,113862.0,257755,797,2907217.0,19952631.0,22859848.0,database update resulted in -2029 cases of covid-19,76.78,23.22,211.0,162.0058,48.9942
695,2022-02-02,3083,2.0,235.0,67.0,34.0,28.0,5435.0,95327.0,100762.0,260838,799,2912652.0,20047958.0,22960610.0,,74.9,25.099999999999994,235.0,176.015,58.98499999999999
696,2022-02-03,3078,1.0,222.0,69.0,35.0,30.0,5552.0,109918.0,115470.0,263916,800,2918204.0,20157876.0,23076080.0,,74.78,25.22,222.0,166.0116,55.9884
697,2022-02-04,2907,2.0,218.0,61.0,33.0,27.0,6015.0,111030.0,117045.0,266823,802,2924219.0,20268906.0,23193125.0,,72.48,27.52,218.0,158.0064,59.993599999999994
698,2022-02-05,2568,1.0,225.0,65.0,33.0,29.0,5859.0,81166.0,87025.0,269391,803,2930078.0,20350072.0,23280150.0,,73.34,26.66,225.0,165.015,59.985
699,2022-02-06,2214,6.0,224.0,62.0,33.0,29.0,7187.0,78380.0,85567.0,271605,809,2937265.0,20428452.0,23365717.0,,70.54,29.46,224.0,158.0096,65.9904
700,2022-02-07,3374,4.0,233.0,63.0,32.0,29.0,7470.0,132415.0,139885.0,274979,813,2944735.0,20560867.0,23505602.0,,72.42,27.58,233.0,168.73860000000002,64.2614
701,2022-02-08,2885,7.0,206.0,48.0,22.0,19.0,6245.0,105687.0,111932.0,277864,820,2950980.0,20666554.0,23617534.0,,69.91,30.090000000000003,206.0,144.0146,61.985400000000006
702,2022-02-09,2779,5.0,199.0,49.0,21.0,18.0,5990.0,89582.0,95572.0,280643,825,2956970.0,20756136.0,23713106.0,,65.33,34.67,199.0,130.0067,68.9933
703,2022-02-10,2815,1.0,198.0,47.0,18.0,14.0,6586.0,106444.0,113030.0,283458,826,2963556.0,20862580.0,23826136.0,,64.15,35.849999999999994,198.0,127.01700000000001,70.98299999999999
704,2022-02-11,2485,4.0,184.0,43.0,11.0,8.0,5420.0,109905.0,115325.0,285943,830,2968976.0,20972485.0,23941461.0,,66.31,33.69,184.0,122.0104,61.98959999999999
705,2022-02-12,2120,5.0,180.0,37.0,9.0,8.0,6893.0,76251.0,83144.0,288063,835,2975869.0,21048736.0,24024605.0,,68.16,31.840000000000003,180.0,122.68799999999999,57.312000000000005
706,2022-02-13,2047,0.0,182.0,41.0,11.0,11.0,6740.0,74910.0,81650.0,290110,835,2982609.0,21123646.0,24106255.0,,69.79,30.21,182.0,127.01780000000001,54.982200000000006
707,2022-02-14,2930,3.0,177.0,40.0,13.0,12.0,8617.0,125798.0,134415.0,292962,838,2991226.0,21249444.0,24240670.0,database update resulted in -78 cases of covid-19,69.5,30.5,177.0,123.015,53.985
708,2022-02-15,2646,3.0,181.0,43.0,13.0,13.0,7174.0,97534.0,104708.0,295608,841,2998400.0,21346978.0,24345378.0,,69.62,30.379999999999995,181.0,126.0122,54.987799999999986
709,2022-02-16,2549,7.0,175.0,43.0,14.0,13.0,6657.0,91022.0,97679.0,298157,848,3005057.0,21438000.0,24443057.0,,70.86,29.14,175.0,124.005,50.995
710,2022-02-17,2200,4.0,168.0,43.0,12.0,12.0,7389.0,92113.0,99502.0,300357,852,3012446.0,21530113.0,24542559.0,,66.08,33.92,168.0,111.01440000000001,56.985600000000005
711,2022-02-18,2304,5.0,170.0,41.0,13.0,13.0,6938.0,103953.0,110891.0,302661,857,3019384.0,21634066.0,24653450.0,,68.24,31.760000000000005,170.0,116.008,53.992000000000004
712,2022-02-19,1764,4.0,160.0,37.0,13.0,11.0,6954.0,73500.0,80454.0,304425,861,3026338.0,21707566.0,24733904.0,,66.88,33.120000000000005,160.0,107.008,52.992000000000004
713,2022-02-20,1794,1.0,162.0,38.0,13.0,12.0,7091.0,79322.0,86413.0,306219,862,3033429.0,21786888.0,24820317.0,,66.67,33.33,162.0,108.00540000000001,53.9946
714,2022-02-21,2698,2.0,164.0,40.0,13.0,13.0,9456.0,122721.0,132177.0,308917,864,3042885.0,21909609.0,24952494.0,,68.91,31.090000000000003,164.0,113.0124,50.9876
715,2022-02-22,2332,5.0,157.0,43.0,11.0,11.0,7585.0,97208.0,104793.0,311239,869,3050470.0,22006817.0,25057287.0,database update resulted in -10 cases of covid-19,70.07,29.930000000000007,157.0,110.0099,46.99010000000001
716,2022-02-23,2167,3.0,161.0,36.0,13.0,13.0,6183.0,90697.0,96880.0,313406,872,3056653.0,22097514.0,25154167.0,,64.38,35.620000000000005,161.0,103.65179999999998,57.348200000000006
717,2022-02-24,1935,1.0,167.0,37.0,16.0,15.0,7085.0,103144.0,110229.0,315341,873,3063738.0,22200658.0,25264396.0,,59.29,40.71,167.0,99.0143,67.9857
718,2022-02-25,1826,7.0,155.0,34.0,15.0,13.0,6317.0,106936.0,113253.0,317167,880,3070055.0,22307594.0,25377649.0,,60.65,39.35,155.0,94.0075,60.9925
719,2022-02-26,1606,4.0,152.0,32.0,13.0,12.0,6263.0,92670.0,98933.0,318773,884,3076318.0,22400264.0,25476582.0,,60.93,39.07,152.0,92.6136,59.3864
720,2022-02-27,1387,2.0,148.0,36.0,14.0,13.0,8075.0,85132.0,93207.0,320160,886,3084393.0,22485396.0,25569789.0,,61.49,38.51,148.0,91.0052,56.9948
721,2022-02-28,2356,2.0,150.0,37.0,15.0,14.0,9513.0,118601.0,128114.0,321419,888,3093906.0,22603997.0,25697903.0,database update resulted in -1097 cases of covid-19,60.0,40.0,150.0,90.0,60.0
722,2022-03-01,1986,1.0,146.0,31.0,14.0,13.0,6740.0,95419.0,102159.0,323405,889,3100646.0,22699416.0,25800062.0,,58.22,41.78,146.0,85.00119999999998,60.9988
723,2022-03-02,2109,2.0,145.0,28.0,13.0,11.0,3369.0,83156.0,86525.0,325514,891,3104015.0,22782572.0,25886587.0,,59.32,40.68,145.0,86.014,58.986000000000004
724,2022-03-03,2046,2.0,144.0,33.0,15.0,14.0,3352.0,95116.0,98468.0,327560,893,3107367.0,22877688.0,25985055.0,,58.34,41.66,144.0,84.0096,59.990399999999994
725,2022-03-04,2114,4.0,137.0,30.0,13.0,12.0,3659.0,103991.0,107650.0,329674,897,3111026.0,22981679.0,26092705.0,,57.67,42.33,137.0,79.0079,57.9921
726,2022-03-05,1834,2.0,128.0,28.0,13.0,12.0,3410.0,87938.0,91348.0,331508,899,3114436.0,23069617.0,26184053.0,,54.69,45.31,128.0,70.00319999999999,57.9968
727,2022-03-06,1730,2.0,129.0,30.0,14.0,14.0,2688.0,74648.0,77336.0,333238,901,3117124.0,23144265.0,26261389.0,,55.04,44.96,129.0,71.0016,57.998400000000004
728,2022-03-07,1584,1.0,129.0,27.0,11.0,11.0,2756.0,43310.0,46066.0,334822,902,3119880.0,23187575.0,26307455.0,,55.82,44.18,129.0,72.0078,56.992200000000004
729,2022-03-08,3695,5.0,120.0,23.0,10.0,9.0,4396.0,129478.0,133874.0,338517,907,3124276.0,23317053.0,26441329.0,,53.34,46.66,120.0,64.008,55.992
730,2022-03-09,2866,3.0,124.0,25.0,10.0,10.0,3807.0,74530.0,78337.0,341383,910,3128083.0,23391583.0,26519666.0,,56.46,43.54,124.0,70.0104,53.9896
731,2022-03-10,3473,3.0,113.0,22.0,8.0,8.0,3868.0,94837.0,98705.0,344856,913,3131951.0,23486420.0,26618371.0,,57.53,42.47,113.0,65.0089,47.991099999999996
732,2022-03-11,3020,6.0,107.0,21.0,7.0,7.0,4121.0,88599.0,92720.0,347876,919,3136072.0,23575019.0,26711091.0,,52.34,47.66,107.0,56.0038,50.9962
733,2022-03-12,2812,4.0,110.0,17.0,5.0,5.0,3324.0,75193.0,78517.0,350688,923,3139396.0,23650212.0,26789608.0,,53.64,46.36,110.0,59.004,50.996
734,2022-03-13,2314,3.0,107.0,17.0,5.0,5.0,3012.0,65981.0,68993.0,353002,926,3142408.0,23716193.0,26858601.0,,56.08,43.92,107.0,60.005599999999994,46.994400000000006
735,2022-03-14,3782,0.0,101.0,14.0,8.0,8.0,3769.0,108157.0,111926.0,355493,926,3146177.0,23824350.0,26970527.0,database update resulted in -1291 cases of covid-19,57.43,42.57,101.0,58.0043,42.9957
736,2022-03-15,3294,2.0,108.0,17.0,6.0,6.0,3699.0,88596.0,92295.0,358787,928,3149876.0,23912946.0,27062822.0,,59.26,40.74,108.0,64.0008,43.9992
737,2022-03-16,3714,0.0,119.0,22.0,6.0,5.0,3630.0,80227.0,83857.0,362501,928,3153506.0,23993173.0,27146679.0,,60.51,39.49,119.0,72.0069,46.993100000000005
738,2022-03-17,3951,1.0,113.0,22.0,8.0,8.0,3395.0,93004.0,96399.0,366452,929,3156901.0,24086177.0,27243078.0,,58.41,41.59,113.0,66.0033,46.996700000000004
739,2022-03-18,3859,0.0,114.0,20.0,8.0,8.0,3968.0,95668.0,99636.0,370311,929,3160869.0,24181845.0,27342714.0,,58.78,41.22,114.0,67.0092,46.9908
740,2022-03-19,3347,1.0,126.0,21.0,7.0,7.0,3406.0,70758.0,74164.0,373658,930,3164275.0,24252603.0,27416878.0,,57.15,42.85,126.0,72.009,53.99100000000001
741,2022-03-20,3698,3.0,143.0,25.0,8.0,8.0,2906.0,72496.0,75402.0,377356,933,3167181.0,24325099.0,27492280.0,,58.05,41.95,143.0,83.0115,59.9885
742,2022-03-21,5286,1.0,149.0,31.0,7.0,7.0,4740.0,109326.0,114066.0,382642,934,3171921.0,24434425.0,27606346.0,,54.37,45.63,149.0,81.01129999999999,67.98870000000001
743,2022-03-22,4673,3.0,151.0,26.0,7.0,7.0,3772.0,91171.0,94943.0,387315,937,3175693.0,24525596.0,27701289.0,,52.99,47.01,151.0,80.01490000000001,70.98509999999999
744,2022-03-23,4704,4.0,153.0,23.0,7.0,7.0,4193.0,79173.0,83366.0,392019,941,3179886.0,24604769.0,27784655.0,,52.32,47.68,153.0,80.0496,72.9504
745,2022-03-24,5186,0.0,151.0,24.0,7.0,7.0,3859.0,99404.0,103263.0,397205,941,3183745.0,24704173.0,27887918.0,,52.32,47.68,151.0,79.00319999999999,71.99680000000001
746,2022-03-25,3329,3.0,151.0,20.0,6.0,6.0,2749.0,43039.0,45788.0,400534,944,3186494.0,24747212.0,27933706.0,,52.32,47.68,151.0,79.00319999999999,71.99680000000001
747,2022-03-26,5172,2.0,169.0,21.0,6.0,6.0,3769.0,78719.0,82488.0,405706,946,3190263.0,24825931.0,28016194.0,,52.08,47.92,169.0,88.01520000000001,80.9848
748,2022-03-27,4314,0.0,173.0,18.0,3.0,2.0,3122.0,79528.0,82650.0,410020,946,3193385.0,24905459.0,28098844.0,,54.92,45.08,173.0,95.0116,77.9884
749,2022-03-28,6494,3.0,190.0,21.0,5.0,4.0,4450.0,111480.0,115930.0,416352,949,3197835.0,25016939.0,28214774.0,database update resulted in -162 cases of covid-19,57.37,42.63,190.0,109.00299999999999,80.99700000000001
750,2022-03-29,5089,2.0,182.0,21.0,5.0,4.0,4344.0,90971.0,95315.0,421441,951,3202179.0,25107910.0,28310089.0,,54.95,45.05,182.0,100.009,81.991
751,2022-03-30,4774,1.0,182.0,25.0,6.0,5.0,3528.0,79861.0,83389.0,426215,952,3205707.0,25187771.0,28393478.0,,54.95,45.05,182.0,100.009,81.991
752,2022-03-31,4349,2.0,195.0,25.0,7.0,7.0,3335.0,92781.0,96116.0,430564,954,3209042.0,25280552.0,28489594.0,,52.31,47.69,195.0,102.00450000000001,92.99549999999999
753,2022-04-01,2491,2.0,191.0,23.0,7.0,7.0,1837.0,39465.0,41302.0,433055,956,3210879.0,25320017.0,28530896.0,,51.84,48.16,191.0,99.01440000000001,91.98559999999999
754,2022-04-02,3894,3.0,201.0,33.0,10.0,9.0,3193.0,76467.0,79660.0,436949,959,3214072.0,25396484.0,28610556.0,,52.74,47.26,201.0,106.0074,94.9926
755,2022-04-03,2853,2.0,203.0,27.0,9.0,8.0,2603.0,76215.0,78818.0,439802,961,3216675.0,25472699.0,28689374.0,,55.67,44.33,203.0,113.01010000000001,89.98989999999999
756,2022-04-04,4210,4.0,199.0,28.0,9.0,7.0,4197.0,100953.0,105150.0,444012,965,3220872.0,25573652.0,28794524.0,,52.77,47.23,199.0,105.01230000000001,93.98769999999999
757,2022-04-05,2987,3.0,207.0,30.0,10.0,6.0,3429.0,81289.0,84718.0,446999,968,3224301.0,25654941.0,28879242.0,,56.04,43.96,207.0,116.00280000000001,90.99719999999999
758,2022-04-06,2716,1.0,202.0,27.0,9.0,7.0,2928.0,69860.0,72788.0,449715,969,3227229.0,25724801.0,28952030.0,,57.93,42.07,202.0,117.0186,84.9814
759,2022-04-07,2457,2.0,208.0,30.0,7.0,5.0,2945.0,76389.0,79334.0,452172,971,3230174.0,25801190.0,29031364.0,,60.1,39.9,208.0,125.00800000000001,82.99199999999999
760,2022-04-08,2028,3.0,202.0,24.0,7.0,4.0,2997.0,77774.0,80771.0,454200,974,3233171.0,25878964.0,29112135.0,,59.41,40.59,202.0,120.0082,81.9918
761,2022-04-09,1764,1.0,201.0,26.0,8.0,3.0,2745.0,57511.0,60256.0,455964,975,3235916.0,25936475.0,29172391.0,,57.22,42.78,201.0,115.01219999999999,85.98780000000001
762,2022-04-10,1459,2.0,207.0,29.0,9.0,5.0,2500.0,55228.0,57728.0,457423,977,3238416.0,25991703.0,29230119.0,,57.98,42.02,207.0,120.01859999999999,86.98140000000001
763,2022-04-11,2254,3.0,204.0,29.0,9.0,5.0,3685.0,79532.0,83217.0,459677,980,3242101.0,26071235.0,29313336.0,,56.87,43.13,204.0,116.0148,87.9852
764,2022-04-12,1692,2.0,188.0,31.0,9.0,5.0,3056.0,63874.0,66930.0,461369,982,3245157.0,26135109.0,29380266.0,,53.73,46.27,188.0,101.0124,86.9876
765,2022-04-13,1414,2.0,183.0,29.0,11.0,7.0,2659.0,51640.0,54299.0,462783,984,3247816.0,26186749.0,29434565.0,,48.09,51.91,183.0,88.00470000000001,94.99529999999999
