,date,daily new cases,daily deaths,Hospitalised Cases,Severe Cases,Cases In ICUs,Incubated Cases,PCR_daily tests performed,RA_daily tests performed,total_daily tests performed,total cases,total deaths,total PCR tests,total RA tests,total tests,Notes
0,2020-03-09,2,,,,,,,,,2,0,,,,
1,2020-03-10,1,,,,,,,,,3,0,,,,
2,2020-03-11,3,,,,,,,,,6,0,,,,
3,2020-03-12,0,,,,,,,,,6,0,,,,
4,2020-03-13,8,,,,,,,,,14,0,,,,
5,2020-03-14,12,,,,,,,,,26,0,,,,
6,2020-03-15,0,,,,,,,,,33,0,,,,
7,2020-03-16,7,,,,,,,,,46,0,,,,
8,2020-03-17,13,,,,,,,,,49,0,,,,
9,2020-03-18,3,,,,,,,,,58,0,,,,
10,2020-03-19,18,,,,,,,,,67,0,,,,
11,2020-03-20,8,,,,,,,,,75,0,,,,
12,2020-03-21,9,1.0,,,,,,,,84,1,,,,
13,2020-03-22,11,,,,,,,,,95,1,,,,
14,2020-03-23,21,,,,,,,,,116,1,,,,
15,2020-03-24,8,1.0,24,,4,4,,,,124,2,,,,
16,2020-03-25,8,,23,,5,5,,,,132,2,,,,
17,2020-03-26,14,,21,,6,6,,,,146,2,,,,
18,2020-03-27,16,2.0,29,,8,7,,,,162,4,,,,
19,2020-03-28,17,,34,,11,10,,,,179,4,5917,,,
20,2020-03-29,35,,33,,9,9,530,,530.0,214,4,6447,,,
21,2020-03-30,16,2.0,34,,10,10,400,,400.0,230,6,6847,,,
22,2020-03-31,32,,40,,11,11,550,,550.0,262,6,7397,,,
23,2020-04-01,58,1.0,54,,11,11,779,,779.0,320,7,8176,,,
24,2020-04-02,36,1.0,51,,9,9,603,,603.0,356,8,8779,,,
25,2020-04-03,40,1.0,55,,12,11,668,,668.0,396,9,9447,,,
26,2020-04-04,30,,56,,11,10,698,,698.0,426,9,10145,,,
27,2020-04-05,20,,55,,11,11,792,,792.0,446,9,10937,,,
28,2020-04-06,19,,48,,11,11,718,,718.0,465,9,11655,,,
29,2020-04-07,29,,51,,13,13,1353,,1353.0,494,9,13008,,,
30,2020-04-08,32,,45,,14,13,1256,,1256.0,526,9,14264,,,
31,2020-04-09,38,1.0,51,,12,12,1216,,1216.0,564,10,15480,,,
32,2020-04-10,31,,50,,12,11,819,,819.0,595,10,16299,,,
33,2020-04-11,21,,45,,12,8,811,,811.0,616,10,17110,,,
34,2020-04-12,17,1.0,42,,13,8,804,,804.0,633,11,17914,,,
35,2020-04-13,29,1.0,39,,13,9,891,,891.0,662,12,18805,,,
36,2020-04-14,33,,40,,12,9,1703,,1703.0,695,12,20508,,,
37,2020-04-15,20,,40,,12,9,2312,,2312.0,715,12,22820,,,
38,2020-04-16,20,,36,,12,9,2905,,2905.0,735,12,25725,,,
39,2020-04-17,15,,40,,13,9,3241,,3241.0,750,12,28966,,,
40,2020-04-18,11,,36,,13,9,3209,,3209.0,761,12,32175,,,
41,2020-04-19,6,,36,,12,8,1803,,1803.0,767,12,33978,,,
42,2020-04-20,5,,33,,13,8,1669,,1669.0,772,12,35647,,,
43,2020-04-21,12,,36,,12,10,1325,,1325.0,784,12,36972,,,
44,2020-04-22,6,1.0,34,,11,7,1441,,1441.0,790,13,38413,,,
45,2020-04-23,5,,31,,10,7,2322,,2322.0,795,13,40735,,,
46,2020-04-24,9,1.0,32,,9,4,2698,,2698.0,804,14,43433,,,
47,2020-04-25,6,,33,,9,4,2467,,2467.0,810,14,45900,,,
48,2020-04-26,7,,30,,9,5,2415,,2415.0,817,14,48315,,,
49,2020-04-27,5,1.0,29,,7,4,1796,,1796.0,822,15,50111,,,
50,2020-04-28,15,,26,,6,4,2999,,2999.0,837,15,53110,,,
51,2020-04-29,6,,27,,6,4,2436,,2436.0,843,15,55546,,,
52,2020-04-30,7,,25,,6,4,2454,,2454.0,850,15,58000,,,
53,2020-05-01,7,,24,,6,4,2427,,2427.0,857,15,60427,,,
54,2020-05-02,7,,24,,6,5,1731,,1731.0,864,15,62158,,,
55,2020-05-03,8,,23,,6,5,1968,,1968.0,872,15,64126,,,
56,2020-05-04,2,,22,,6,5,1490,,1490.0,874,15,65616,,,
57,2020-05-05,4,,24,,5,4,1250,,1250.0,878,15,66866,,,
58,2020-05-06,5,,23,,5,4,2062,,2062.0,883,15,68928,,,
59,2020-05-07,6,,19,,5,5,1774,,1774.0,889,15,70702,,,
60,2020-05-08,2,,19,,5,5,1957,,1957.0,891,15,72659,,,
61,2020-05-09,1,,19,,5,5,1978,,1978.0,892,15,74637,,,
62,2020-05-10,6,1.0,20,,4,4,1393,,1393.0,898,16,76030,,,
63,2020-05-11,3,,22,,4,4,1046,,1046.0,901,16,77076,,,
64,2020-05-12,2,,15,,4,4,1153,,1153.0,903,16,78229,,,
65,2020-05-13,2,1.0,12,,3,3,1946,,1946.0,905,17,80175,,,
66,2020-05-14,2,,10,,3,3,1659,,1659.0,907,17,81834,,,
67,2020-05-15,3,,9,,3,3,1794,,1794.0,910,17,83628,,,
68,2020-05-16,4,,8,,3,3,1564,,1564.0,914,17,85192,,,
69,2020-05-17,2,,8,,3,3,2248,,2248.0,916,17,87440,,,
70,2020-05-18,1,,8,,3,3,1287,,1287.0,917,17,88727,,,
71,2020-05-19,1,,7,,4,3,1882,,1882.0,918,17,90609,,,
72,2020-05-20,4,,9,,4,3,1984,,1984.0,922,17,92593,,,
73,2020-05-21,1,,8,,4,2,2647,,2647.0,923,17,95240,,,
74,2020-05-22,4,,9,,4,2,1970,,1970.0,927,17,97210,,,
75,2020-05-23,0,,9,,4,2,2414,,2414.0,927,17,99624,,,
76,2020-05-24,8,,8,,3,2,1953,,1953.0,935,17,101577,,,
77,2020-05-25,2,,8,,3,2,2128,,2128.0,937,17,103705,,,
78,2020-05-26,2,,9,,3,3,2214,,2214.0,939,17,105919,,,
79,2020-05-27,0,,8,,3,3,2640,,2640.0,939,17,108559,,,
80,2020-05-28,2,,7,,3,3,2602,,2602.0,941,17,111161,,,
81,2020-05-29,1,,6,,3,3,2363,,2363.0,942,17,113524,,,
82,2020-05-30,1,,6,,3,3,2061,,2061.0,943,17,115585,,,
83,2020-05-31,1,,6,,3,3,1717,,1717.0,944,17,117302,,,
84,2020-06-01,5,,6,,3,3,1504,,1504.0,949,17,118806,,,
85,2020-06-02,3,,6,,3,3,1473,,1473.0,952,17,120279,,,
86,2020-06-03,6,,7,,3,3,2928,,2928.0,958,17,123207,,,
87,2020-06-04,0,,7,,3,3,1996,,1996.0,958,17,125203,,,
88,2020-06-05,2,,7,,3,3,1836,,1836.0,960,17,127039,,,
89,2020-06-06,0,1.0,6,,2,2,2054,,2054.0,960,18,129093,,,
90,2020-06-07,4,,5,,2,1,2364,,2364.0,964,18,131457,,,
91,2020-06-08,6,,5,,2,1,799,,799.0,970,18,132256,,,
92,2020-06-09,2,,4,,2,1,484,,484.0,972,18,132740,,,
93,2020-06-10,2,,4,,2,2,1369,,1369.0,974,18,134109,,,
94,2020-06-11,1,,4,,2,2,2518,,2518.0,975,18,136627,,,
95,2020-06-12,5,,4,,2,2,1289,,1289.0,980,18,137916,,,
96,2020-06-13,0,,4,,2,2,1613,,1613.0,980,18,139529,,,
97,2020-06-14,3,,4,,2,2,1252,,1252.0,983,18,140781,,,
98,2020-06-15,2,,4,,2,1,622,,622.0,985,18,141403,,,
99,2020-06-16,0,,5,,2,1,912,,912.0,985,18,142315,,,
100,2020-06-17,0,,4,,2,1,1210,,1210.0,985,18,143525,,,
101,2020-06-18,0,1.0,2,,1,0,1047,,1047.0,985,19,144572,,,
102,2020-06-19,0,,2,,0,0,763,,763.0,985,19,145335,,,
103,2020-06-20,0,,1,,0,0,808,,808.0,985,19,146143,,,
104,2020-06-21,1,,1,,0,0,620,,620.0,986,19,146763,,,
105,2020-06-22,2,,0,,0,0,1039,,1039.0,988,19,147802,,,
106,2020-06-23,2,,0,,0,0,1067,,1067.0,990,19,148869,,,
107,2020-06-24,1,,0,,0,0,1405,,1405.0,991,19,150274,,,
108,2020-06-25,1,,0,,0,0,1104,,1104.0,992,19,151378,,,
109,2020-06-26,0,,2,,0,0,1059,,1059.0,992,19,152437,,,
110,2020-06-27,2,,1,,0,0,1336,,1336.0,994,19,153773,,,
111,2020-06-28,0,,1,,0,0,1059,,1059.0,994,19,154832,,,
112,2020-06-29,2,,1,,0,0,1290,,1290.0,996,19,156122,,,
113,2020-06-30,2,,1,,0,0,1320,,1320.0,998,19,157442,,,
114,2020-07-01,1,,1,,0,0,1204,,1204.0,999,19,158646,,,
115,2020-07-02,0,,1,,0,0,1019,,1019.0,999,19,159665,,,
116,2020-07-03,0,,1,,0,0,1538,,1538.0,999,19,161203,,,
117,2020-07-04,3,,1,,0,0,1699,,1699.0,1002,19,162902,,,
118,2020-07-05,1,,1,,0,0,1445,,1445.0,1003,19,164347,,,
119,2020-07-06,1,,1,,0,0,1259,,1259.0,1004,19,165606,,,
120,2020-07-07,1,,0,,0,0,1191,,1191.0,1005,19,166797,,,
121,2020-07-08,3,,0,,0,0,1691,,1691.0,1008,19,168488,,,
122,2020-07-09,2,,0,,0,0,1159,,1159.0,1010,19,169647,,,
123,2020-07-10,3,,0,,0,0,1247,,1247.0,1013,19,170894,,,
124,2020-07-11,1,,0,,0,0,1748,,1748.0,1014,19,172642,,,
125,2020-07-12,7,,0,,0,0,1179,,1179.0,1021,19,173821,,,
126,2020-07-13,1,,0,,0,0,942,,942.0,1022,19,174763,,,
127,2020-07-14,1,,0,,0,0,1754,,1754.0,1023,19,176517,,,
128,2020-07-15,2,,0,,0,0,1658,,1658.0,1025,19,178175,,,
129,2020-07-16,6,,0,,0,0,1504,,1504.0,1031,19,179679,,,
130,2020-07-17,2,,0,,0,0,1329,,1329.0,1033,19,181008,,,
131,2020-07-18,4,,0,,0,0,1831,,1831.0,1037,19,182839,,,
132,2020-07-19,1,,0,,0,0,1085,,1085.0,1038,19,183924,,,
133,2020-07-20,0,,0,,0,0,1565,,1565.0,1038,19,185489,,,
134,2020-07-21,2,,0,,0,0,1395,,1395.0,1040,19,186884,,,
135,2020-07-22,0,,0,,0,0,2465,,2465.0,1040,19,189349,,,
136,2020-07-23,5,,0,,0,0,1575,,1575.0,1045,19,190924,,,
137,2020-07-24,2,,0,,0,0,1109,,1109.0,1047,19,192033,,,
138,2020-07-25,6,,0,,0,0,1682,,1682.0,1053,19,193715,,,
139,2020-07-26,4,,0,,0,0,902,,902.0,1057,19,194617,,,
140,2020-07-27,3,,0,,0,0,1855,,1855.0,1060,19,196472,,,
141,2020-07-28,7,,0,,0,0,1974,,1974.0,1067,19,198446,,,
142,2020-07-29,13,,0,,0,0,1725,,1725.0,1080,19,200171,,,
143,2020-07-30,9,,6,,0,0,2069,,2069.0,1089,19,202240,,,
144,2020-07-31,25,,7,,0,0,1850,,1850.0,1114,19,204090,,,
145,2020-08-01,10,,7,,0,0,2987,,2987.0,1124,19,207077,,,
146,2020-08-02,26,,4,,0,0,2924,,2924.0,1150,19,210001,,,
147,2020-08-03,5,,4,,0,0,2581,,2581.0,1155,19,212582,,,
148,2020-08-04,25,,5,,0,0,3988,,3988.0,1180,19,216570,,,
149,2020-08-05,15,,4,,0,0,3132,,3132.0,1195,19,219702,,,
150,2020-08-06,13,,4,,0,0,3486,,3486.0,1208,19,223188,,,
151,2020-08-07,14,,4,,0,0,3539,,3539.0,1222,19,226727,,,
152,2020-08-08,11,,5,,0,0,3314,,3314.0,1233,19,230041,,,
153,2020-08-09,9,,5,,0,0,2919,,2919.0,1242,19,232960,,,
154,2020-08-10,10,,5,,0,0,2619,,2619.0,1252,19,235579,,,
155,2020-08-11,25,1.0,5,,0,0,4024,,4024.0,1277,20,239603,,,
156,2020-08-12,14,,3,,0,0,3775,,3775.0,1291,20,243378,,,
157,2020-08-13,14,,3,,0,0,3387,,3387.0,1305,20,246765,,,
158,2020-08-14,13,,3,,0,0,2960,,2960.0,1318,20,249725,,,
159,2020-08-15,14,,3,,0,0,3813,,3813.0,1332,20,253538,,,
160,2020-08-16,7,,2,,0,0,2475,,2475.0,1339,20,256013,,,
161,2020-08-17,12,,2,,0,0,3588,,3588.0,1351,20,259601,,,
162,2020-08-18,8,,2,,1,1,4315,,4315.0,1359,20,263916,,,
163,2020-08-19,26,,2,,1,1,3372,,3372.0,1385,20,267288,,,
164,2020-08-20,10,,2,,1,1,3202,,3202.0,1395,20,270490,,,
165,2020-08-21,11,,3,,1,1,3201,,3201.0,1406,20,273691,,,
166,2020-08-22,11,,2,,1,1,3446,,3446.0,1417,20,277137,,,
167,2020-08-23,4,,3,,1,1,3281,,3281.0,1421,20,280418,,,
168,2020-08-24,11,,4,,1,1,3522,,3522.0,1432,20,283940,,,
169,2020-08-25,14,,4,,1,1,2769,,2769.0,1446,20,286709,,,
170,2020-08-26,10,,7,,1,1,3207,,3207.0,1456,20,289916,,,
171,2020-08-27,11,,5,,1,1,2755,,2755.0,1467,20,292671,,,
172,2020-08-28,14,,5,,1,1,2917,,2917.0,1481,20,295588,,,
173,2020-08-29,2,,7,,1,1,2843,,2843.0,1483,20,298431,,,
174,2020-08-30,4,,7,,1,1,2845,,2845.0,1487,20,301276,,,
175,2020-08-31,1,,8,,1,1,1916,,1916.0,1488,20,303192,,,
176,2020-09-01,2,1.0,6,,1,1,2646,,2646.0,1490,21,305838,,,
177,2020-09-02,5,,6,,1,1,2643,,2643.0,1495,21,308481,,,
178,2020-09-03,3,,6,,2,2,2149,,2149.0,1498,21,310630,,,
179,2020-09-04,4,,7,,2,2,1810,,1810.0,1502,21,312440,,,
180,2020-09-05,5,,4,,2,2,3033,,3033.0,1507,21,315473,,,
181,2020-09-06,2,,4,,2,2,2150,,2150.0,1509,21,317623,,,
182,2020-09-07,1,1.0,2,,1,1,2049,,2049.0,1510,22,319672,,,
183,2020-09-08,1,,4,,1,1,2797,,2797.0,1511,22,322469,,,
184,2020-09-09,3,,4,,1,1,2251,,2251.0,1514,22,324720,,,
185,2020-09-10,3,,4,,1,1,2452,,2452.0,1517,22,327172,,,
186,2020-09-11,3,,4,,1,0,3108,,3108.0,1520,22,330280,,,
187,2020-09-12,3,,4,,1,0,2320,,2320.0,1523,22,332600,,,
188,2020-09-13,3,,4,,1,0,2810,,2810.0,1526,22,335410,,,
189,2020-09-14,8,,5,,1,0,1960,,1960.0,1534,22,337370,,,
190,2020-09-15,6,,6,,1,0,3157,,3157.0,1540,22,340527,,,
191,2020-09-16,8,,6,,1,0,2449,,2449.0,1548,22,342976,,,
192,2020-09-17,10,,7,,1,0,1951,,1951.0,1558,22,344927,,,
193,2020-09-18,7,,7,,1,0,3039,,3039.0,1565,22,347966,,,
194,2020-09-19,25,,7,,1,0,2950,,2950.0,1590,22,350916,,,
195,2020-09-20,10,,6,,1,0,2164,,2164.0,1600,22,353080,,,
196,2020-09-21,3,,9,,0,0,3036,,3036.0,1603,22,356116,,,
197,2020-09-22,15,,7,,0,0,2709,,2709.0,1618,22,358825,,,
198,2020-09-23,36,,12,,0,0,3317,,3317.0,1654,22,362142,,,
199,2020-09-24,9,,12,,0,0,2893,,2893.0,1663,22,365035,,,
200,2020-09-25,8,,14,,0,0,2615,,2615.0,1671,22,367650,,,
201,2020-09-26,13,,14,,0,0,3220,,3220.0,1684,22,370870,,,
202,2020-09-27,12,,17,,0,0,3338,,3338.0,1696,22,374208,,,
203,2020-09-28,17,,15,,0,0,2465,,2465.0,1713,22,376673,,,
204,2020-09-29,30,,16,,0,0,2685,,2685.0,1743,22,379358,,,
205,2020-09-30,12,,12,,1,1,3147,,3147.0,1755,22,382505,,,
206,2020-10-01,17,,12,,1,1,2454,,2454.0,1772,22,384959,,,
207,2020-10-02,17,,11,,1,1,2412,,2412.0,1789,22,387371,,,
208,2020-10-03,22,,13,,2,2,3477,,3477.0,1811,22,390848,,,
209,2020-10-04,13,,11,,2,2,3177,,3177.0,1824,22,394025,,,
210,2020-10-05,23,,11,,2,2,2736,,2736.0,1847,22,396761,,,
211,2020-10-06,29,1.0,9,,3,3,3532,,3532.0,1876,23,400293,,,
212,2020-10-07,21,1.0,6,,2,2,3533,,3533.0,1897,24,403826,,,
213,2020-10-08,21,,8,,2,2,3133,,3133.0,1918,24,406959,,,
214,2020-10-09,33,1.0,5,,2,2,2891,,2891.0,1951,25,409850,,,
215,2020-10-10,35,,5,,2,2,3414,,3414.0,1986,25,413264,,,
216,2020-10-11,20,,5,,2,2,3365,,3365.0,2006,25,416629,,,
217,2020-10-12,41,,7,,2,2,2610,,2610.0,2047,25,419239,,,
218,2020-10-13,83,,7,,2,2,3645,,3645.0,2130,25,422884,,,
219,2020-10-14,51,,8,,2,2,2291,,2291.0,2181,25,425175,,,
220,2020-10-15,104,,9,,2,2,3877,,3877.0,2285,25,429052,,,
221,2020-10-16,94,,12,,2,2,3084,,3084.0,2379,25,432136,,,
222,2020-10-17,202,,21,,2,2,4966,,4966.0,2581,25,437102,,,
223,2020-10-18,63,,19,,2,2,3688,,3688.0,2644,25,440790,,,
224,2020-10-19,43,,23,,2,2,2558,,2558.0,2687,25,443348,,,
225,2020-10-20,152,,24,,2,2,4410,,4410.0,2839,25,447758,,,
226,2020-10-21,127,,23,,2,2,3309,,3309.0,2966,25,451067,,,
227,2020-10-22,188,,26,,2,2,4304,,4304.0,3154,25,455371,,,
228,2020-10-23,160,,26,,2,2,4327,,4327.0,3314,25,459698,,,
229,2020-10-24,130,,28,,2,2,4284,,4284.0,3444,25,463982,,,
230,2020-10-25,101,,32,,2,2,2781,,2781.0,3545,25,466763,,,
231,2020-10-26,91,,31,,2,2,2285,,2285.0,3636,25,469048,,,
232,2020-10-27,181,,31,,3,3,3589,,3589.0,3817,25,472637,,,
233,2020-10-28,113,,38,,4,4,3122,,3122.0,3930,25,475759,,,
234,2020-10-29,121,,38,,4,4,2530,,2530.0,4051,25,478289,,,
235,2020-10-30,166,,34,,4,4,3672,,3672.0,4217,25,481961,,,
236,2020-10-31,149,1.0,37,,5,5,4783,,4783.0,4366,26,486744,,,
237,2020-11-01,197,,39,,5,5,3053,,3053.0,4563,26,489797,,,
238,2020-11-02,197,,40,,5,5,2812,,2812.0,4760,26,492609,,,
239,2020-11-03,174,,42,,5,5,4033,,4033.0,4934,26,496642,,,
240,2020-11-04,166,,57,,5,5,3529,,3529.0,5100,26,500171,,,
241,2020-11-05,233,,65,,5,5,3756,,3756.0,5333,26,503927,,,
242,2020-11-06,224,,70,,6,6,3693,,3693.0,5557,26,507620,,,
243,2020-11-07,314,1.0,69,,7,7,4218,,4218.0,5871,27,511838,,,
244,2020-11-08,116,,77,,7,7,2803,,2803.0,5987,27,514641,,,
245,2020-11-09,111,,85,,7,6,2111,,2111.0,6098,27,516752,,,
246,2020-11-10,198,2.0,76,,7,6,4143,,4143.0,6296,29,520895,,,
247,2020-11-11,165,4.0,73,,6,4,3291,,3291.0,6461,33,524186,,,
248,2020-11-12,185,1.0,68,,7,5,2891,,2891.0,6646,34,527077,,,
249,2020-11-13,207,4.0,59,,8,6,3088,,3088.0,6853,38,530165,,,
250,2020-11-14,198,1.0,64,,8,6,4157,,4157.0,7051,39,534322,,,
251,2020-11-15,127,1.0,73,,9,7,3333,,3333.0,7178,40,537655,,,
252,2020-11-16,107,,75,,9,6,3679,4151.0,7830.0,7285,40,541334,4151.0,545485.0,
253,2020-11-17,228,,74,,10,7,8884,2698.0,11582.0,7513,40,550218,6849.0,557067.0,
254,2020-11-18,198,1.0,77,,10,6,7049,3049.0,10098.0,7711,41,557267,9898.0,567165.0,
255,2020-11-19,268,,81,,10,6,6398,6007.0,12405.0,7979,41,563665,15905.0,579570.0,
256,2020-11-20,274,2.0,89,,9,5,5022,7055.0,12077.0,8253,43,568687,22960.0,591647.0,
257,2020-11-21,245,,91,,9,6,7235,6208.0,13443.0,8498,43,575922,29168.0,605090.0,
258,2020-11-22,187,1.0,97,,9,6,3223,6254.0,9477.0,8685,44,579145,35422.0,614567.0,
259,2020-11-23,262,,110,,12,10,5197,5665.0,10862.0,8947,44,584342,41087.0,625429.0,
260,2020-11-24,252,2.0,101,,11,9,5489,5535.0,11024.0,9199,46,589831,46622.0,636453.0,
261,2020-11-25,254,1.0,107,,15,13,6479,5555.0,12034.0,9453,47,596310,52177.0,648487.0,
262,2020-11-26,220,1.0,109,,17,14,5981,6164.0,12145.0,9673,48,602291,58341.0,660632.0,
263,2020-11-27,310,,108,,16,11,6679,6311.0,12990.0,9983,48,608970,64652.0,673622.0,
264,2020-11-28,248,,114,,16,12,6659,7865.0,14524.0,10231,48,615629,72517.0,688146.0,
265,2020-11-29,152,,119,,15,13,3227,4401.0,7628.0,10383,48,618856,76918.0,695774.0,
266,2020-11-30,182,1.0,127,,14,12,2543,5090.0,7633.0,10565,49,621399,82008.0,703407.0,
267,2020-12-01,318,,131,,14,12,2366,7729.0,10095.0,10883,49,623765,89737.0,713502.0,
268,2020-12-02,292,5.0,124,,14,12,3027,6060.0,9087.0,11175,54,626792,95797.0,722589.0,
269,2020-12-03,348,2.0,124,,14,12,3624,6398.0,10022.0,11523,56,630416,102195.0,732611.0,
270,2020-12-04,289,3.0,111,17,13,11,3848,5741.0,9589.0,11812,59,634264,107936.0,742200.0,
271,2020-12-05,369,3.0,119,16,12,11,4009,5737.0,9746.0,12181,62,638273,113673.0,751946.0,
272,2020-12-06,270,2.0,121,18,12,10,2090,5828.0,7918.0,12451,64,640363,119501.0,759864.0,
273,2020-12-07,416,2.0,126,20,13,9,4347,5105.0,9452.0,12867,66,644710,124606.0,769316.0,
274,2020-12-08,419,5.0,115,21,13,10,4208,6702.0,10910.0,13286,71,648918,131308.0,780226.0,
275,2020-12-09,363,2.0,116,23,15,12,3829,8424.0,12253.0,13649,73,652747,139732.0,792479.0,
276,2020-12-10,403,2.0,106,20,13,10,3736,10831.0,14567.0,14052,75,656483,150563.0,807046.0,
277,2020-12-11,424,3.0,110,17,12,10,3922,8894.0,12816.0,14476,78,660405,159457.0,819862.0,
278,2020-12-12,324,3.0,113,16,12,10,4607,7310.0,11917.0,14800,81,665012,166767.0,831779.0,
279,2020-12-13,301,2.0,120,15,11,10,2427,7418.0,9845.0,15101,83,667439,174185.0,841624.0,
280,2020-12-14,349,6.0,123,16,12,10,3117,6834.0,9951.0,15450,89,670556,181019.0,851575.0,
281,2020-12-15,339,2.0,122,22,13,12,4989,6744.0,11733.0,15789,91,675545,187763.0,863308.0,
282,2020-12-16,401,1.0,125,26,14,12,4510,7848.0,12358.0,16190,92,680055,195611.0,875666.0,
283,2020-12-17,457,0.0,115,25,14,12,3750,7768.0,11518.0,16647,92,683805,203379.0,887184.0,
284,2020-12-18,410,2.0,115,25,13,12,4132,7910.0,12042.0,17057,94,687937,211289.0,899226.0,
285,2020-12-19,419,2.0,115,22,13,11,4323,5981.0,10304.0,17476,96,692260,217270.0,909530.0,
286,2020-12-20,242,2.0,125,28,14,13,1831,5387.0,7218.0,17718,98,694091,222657.0,916748.0,
287,2020-12-21,286,1.0,127,31,15,15,3929,8843.0,12772.0,18004,99,698020,231500.0,929520.0,
288,2020-12-22,402,5.0,130,32,15,12,4088,8570.0,12658.0,18406,104,702108,240070.0,942178.0,
289,2020-12-23,477,3.0,146,34,16,15,4343,9845.0,14188.0,18883,107,706451,249915.0,956366.0,
290,2020-12-24,433,3.0,142,34,17,16,4024,4696.0,8720.0,19316,110,710475,254611.0,965086.0,
291,2020-12-25,50,2.0,148,42,20,19,1283,124.0,1407.0,19366,112,711758,254735.0,966493.0,
292,2020-12-26,25,2.0,149,45,23,20,536,3330.0,3866.0,19391,114,712294,258065.0,970359.0,
293,2020-12-27,266,1.0,154,57,25,24,1670,3955.0,5625.0,19657,115,713964,262020.0,975984.0,
294,2020-12-28,751,1.0,153,51,27,27,2601,10881.0,13482.0,20408,116,716565,272901.0,989466.0,
295,2020-12-29,907,4.0,154,42,25,20,4265,13805.0,18070.0,21315,120,720830,286706.0,1007536.0,
296,2020-12-30,704,2.0,159,41,25,22,3620,13831.0,17451.0,22019,122,724450,300537.0,1024987.0,
297,2020-12-31,632,6.0,160,46,27,22,3739,8904.0,12643.0,22651,128,728189,309441.0,1037630.0,
298,2021-01-01,167,2.0,168,48,28,20,559,2667.0,3226.0,22818,130,728748,312108.0,1040856.0,
299,2021-01-02,627,2.0,180,54,30,25,1600,10439.0,12039.0,23445,132,730348,322547.0,1052895.0,
300,2021-01-03,529,2.0,182,45,28,19,2839,9212.0,12051.0,23974,134,733187,331759.0,1064946.0,
301,2021-01-04,665,2.0,180,51,30,22,2642,10853.0,13495.0,24639,136,735829,342612.0,1078441.0,
302,2021-01-05,569,1.0,179,50,31,25,3420,10889.0,14309.0,25208,137,739249,353501.0,1092750.0,
303,2021-01-06,573,4.0,187,49,31,25,3057,7144.0,10201.0,25781,141,742306,360645.0,1102951.0,
304,2021-01-07,427,2.0,196,49,32,26,2527,9049.0,11576.0,26208,143,744833,369694.0,1114527.0,
305,2021-01-08,466,1.0,198,52,34,30,3451,9380.0,12831.0,26674,144,748284,379074.0,1127358.0,
306,2021-01-09,337,8.0,209,53,35,31,3554,7967.0,11521.0,27011,152,751838,387041.0,1138879.0,
307,2021-01-10,339,1.0,208,55,36,32,1607,7171.0,8778.0,27350,153,753445,394212.0,1147657.0,
308,2021-01-11,288,5.0,205,58,35,29,3892,8950.0,12842.0,27638,158,757337,403162.0,1160499.0,
309,2021-01-12,259,4.0,197,58,38,30,2790,10441.0,13231.0,27897,162,760127,413603.0,1173730.0,
310,2021-01-13,227,6.0,198,59,36,30,2468,10830.0,13298.0,28124,168,762595,424433.0,1187028.0,
311,2021-01-14,241,4.0,202,59,37,32,2141,8187.0,10328.0,28365,172,764736,432620.0,1197356.0,
312,2021-01-15,244,0.0,200,57,36,30,2330,8833.0,11163.0,28609,172,767066,441453.0,1208519.0,
313,2021-01-16,202,1.0,193,59,37,29,2403,5611.0,8014.0,28811,173,769469,447064.0,1216533.0,
314,2021-01-17,157,4.0,208,56,39,32,1259,5797.0,7056.0,28968,177,770728,452861.0,1223589.0,
315,2021-01-18,162,6.0,199,55,38,35,1663,7721.0,9384.0,29130,183,772391,460582.0,1232973.0,
316,2021-01-19,164,2.0,194,59,38,32,1867,6499.0,8366.0,29294,185,774258,467081.0,1241339.0,
317,2021-01-20,178,0.0,192,60,37,29,2050,7834.0,9884.0,29472,185,776308,474915.0,1251223.0,
318,2021-01-21,164,2.0,184,58,37,30,1739,9431.0,11170.0,29636,187,778047,484346.0,1262393.0,
319,2021-01-22,122,1.0,179,58,35,32,1718,7917.0,9635.0,29758,188,779765,492263.0,1272028.0,
320,2021-01-23,129,5.0,174,59,35,29,2037,6118.0,8155.0,29887,193,781802,498381.0,1280183.0,
321,2021-01-24,130,3.0,173,55,35,30,1422,6318.0,7740.0,30017,196,783224,504699.0,1287923.0,
322,2021-01-25,126,2.0,164,52,36,30,1406,11399.0,12805.0,30143,198,784630,516098.0,1300728.0,
323,2021-01-26,109,2.0,160,53,35,32,1725,9267.0,10992.0,30252,200,786355,525365.0,1311720.0,
