,date,daily new cases,daily deaths,Hospitalised Cases,Severe Cases,Cases In ICUs,Incubated Cases,PCR_daily tests performed,RA_daily tests performed,total_daily tests performed,total cases,total deaths,total PCR tests,total RA tests,total tests,Notes
324,2021-01-27,128,3.0,155,52,36,32,1756,10377.0,12133.0,30380,203,788111,535742.0,1323853.0,
325,2021-01-28,158,4.0,153,51,35,27,1665,11929.0,13594.0,30538,207,789776,547671.0,1337447.0,
326,2021-01-29,119,0.0,145,51,35,26,1406,17566.0,18972.0,30657,207,791182,565237.0,1356419.0,
327,2021-01-30,113,0.0,140,50,35,28,2241,20433.0,22674.0,30770,207,793423,585670.0,1379093.0,
328,2021-01-31,106,2.0,140,50,32,24,1067,27297.0,28364.0,30876,209,794490,612967.0,1407457.0,
329,2021-02-01,120,3.0,129,43,30,23,1854,25394.0,27248.0,30996,212,796344,638361.0,1434705.0,
330,2021-02-02,128,0.0,121,40,28,23,1609,25476.0,27085.0,31124,212,797953,663837.0,1461790.0,
331,2021-02-03,139,1.0,126,39,27,23,1716,26943.0,28659.0,31263,213,799669,690780.0,1490449.0,
332,2021-02-04,116,5.0,112,31,22,19,1592,26813.0,28405.0,31379,218,801261,717593.0,1518854.0,
333,2021-02-05,133,2.0,113,34,23,21,1872,28461.0,30333.0,31512,220,803133,746054.0,1549187.0,
334,2021-02-06,132,1.0,112,33,23,17,2090,34773.0,36863.0,31644,221,805223,780827.0,1586050.0,
335,2021-02-07,115,1.0,109,33,24,21,852,40122.0,40974.0,31759,222,806075,820949.0,1627024.0,
336,2021-02-08,105,2.0,103,34,24,19,2283,32456.0,34739.0,31864,224,808358,853405.0,1661763.0,
337,2021-02-09,95,0.0,94,35,23,23,1559,23868.0,25427.0,31959,224,809917,877273.0,1687190.0,
338,2021-02-10,113,3.0,95,36,21,17,1865,22915.0,24780.0,32072,227,811782,900188.0,1711970.0,
339,2021-02-11,103,3.0,94,35,24,20,1453,24518.0,25971.0,32175,230,813235,924706.0,1737941.0,
340,2021-02-12,113,1.0,86,29,22,19,1290,29915.0,31205.0,32288,231,814525,954621.0,1769146.0,
341,2021-02-13,102,1.0,84,29,22,17,2192,30118.0,32310.0,32390,232,816717,984739.0,1801456.0,
342,2021-02-14,123,1.0,87,28,21,13,933,34308.0,35241.0,32513,233,817650,1019047.0,1836697.0,
343,2021-02-15,113,1.0,86,25,20,10,2066,33098.0,35164.0,32626,234,819716,1052145.0,1871861.0,
344,2021-02-16,81,3.0,86,23,15,10,1618,24652.0,26270.0,32707,237,821334,1076797.0,1898131.0,
345,2021-02-17,121,2.0,81,21,15,13,1837,23577.0,25414.0,32828,239,823171,1100374.0,1923545.0,
346,2021-02-18,107,1.0,81,21,16,10,1720,23835.0,25555.0,32935,240,824891,1124209.0,1949100.0,
347,2021-02-19,111,1.0,76,22,17,12,1917,35408.0,37325.0,33046,241,826808,1159617.0,1986425.0,
348,2021-02-20,107,0.0,77,22,15,12,2279,29476.0,31755.0,33153,241,829087,1189093.0,2018180.0,
349,2021-02-21,107,0.0,81,24,17,14,916,34112.0,35028.0,33260,241,830003,1223205.0,2053208.0,
350,2021-02-22,131,1.0,76,26,18,12,2553,31637.0,34190.0,33391,242,832556,1254842.0,2087398.0,
351,2021-02-23,176,0.0,78,25,16,11,2085,25677.0,27762.0,33567,242,834641,1280519.0,2115160.0,
352,2021-02-24,143,1.0,81,25,16,11,1694,24909.0,26603.0,33710,243,836335,1305428.0,2141763.0,
353,2021-02-25,199,1.0,82,19,13,10,2304,26157.0,28461.0,33909,244,838639,1331585.0,2170224.0,
354,2021-02-26,272,1.0,80,17,13,11,2350,41608.0,43958.0,34181,245,840989,1373193.0,2214182.0,
355,2021-02-27,243,0.0,78,20,12,10,2587,38160.0,40747.0,34424,245,843576,1411353.0,2254929.0,
356,2021-02-28,283,0.0,88,24,14,13,1575,43656.0,45231.0,34707,245,845151,1455009.0,2300160.0,
357,2021-03-01,302,0.0,76,24,14,12,2583,35418.0,38001.0,35009,245,847734,1490427.0,2338161.0,
358,2021-03-02,288,1.0,79,22,12,9,2780,30153.0,32933.0,35297,246,850514,1520580.0,2371094.0,
359,2021-03-03,323,0.0,89,22,13,9,2929,30265.0,33194.0,35620,246,853443,1550845.0,2404288.0,
360,2021-03-04,384,1.0,101,22,13,12,2830,36977.0,39807.0,36004,247,856273,1587822.0,2444095.0,
361,2021-03-05,273,0.0,111,27,14,12,2326,55600.0,57926.0,36277,247,858599,1643422.0,2502021.0,
362,2021-03-06,298,0.0,126,25,14,11,3262,42107.0,45369.0,36575,247,861861,1685529.0,2547390.0,
363,2021-03-07,303,1.0,129,25,14,13,1353,45191.0,46544.0,36878,248,863214,1730720.0,2593934.0,
364,2021-03-08,352,0.0,145,25,15,15,2763,38128.0,40891.0,37230,248,865977,1768848.0,2634825.0,
365,2021-03-09,420,0.0,154,29,19,15,3312,31487.0,34799.0,37650,248,869289,1800335.0,2669624.0,
366,2021-03-10,415,2.0,165,30,18,15,2683,31396.0,34079.0,38065,250,871972,1831731.0,2703703.0,
367,2021-03-11,431,1.0,185,36,20,16,2940,40237.0,43177.0,38496,251,874912,1871968.0,2746880.0,
368,2021-03-12,383,2.0,195,36,23,21,2822,54515.0,57337.0,38879,253,877734,1926483.0,2804217.0,
369,2021-03-13,398,0.0,201,34,21,18,3232,40708.0,43940.0,39277,253,880966,1967191.0,2848157.0,
370,2021-03-14,374,2.0,205,37,24,19,2327,38942.0,41269.0,39651,255,883293,2006133.0,2889426.0,
371,2021-03-15,218,0.0,208,40,24,17,245,22899.0,23144.0,39869,255,883538,2029032.0,2912570.0,
372,2021-03-16,475,1.0,221,42,23,11,3840,44044.0,47884.0,40344,256,887378,2073076.0,2960454.0,
373,2021-03-17,382,0.0,218,44,25,15,3517,35168.0,38685.0,40726,256,890895,2108244.0,2999139.0,
374,2021-03-18,385,0.0,212,43,23,16,3243,42355.0,45598.0,41111,256,894138,2150599.0,3044737.0,
375,2021-03-19,364,0.0,204,45,21,15,3002,54789.0,57791.0,41475,256,897140,2205388.0,3102528.0,
376,2021-03-20,407,1.0,201,46,23,19,3742,50032.0,53774.0,41882,257,900882,2255420.0,3156302.0,
377,2021-03-21,336,1.0,212,45,22,19,1554,45752.0,47306.0,42218,258,902436,2301172.0,3203608.0,
378,2021-03-22,410,2.0,217,51,25,21,3346,39827.0,43173.0,42628,260,905782,2340999.0,3246781.0,
379,2021-03-23,365,1.0,222,50,28,23,3533,33169.0,36702.0,42993,261,909315,2374168.0,3283483.0,
380,2021-03-24,293,2.0,211,47,27,21,2644,34842.0,37486.0,43286,263,911959,2409010.0,3320969.0,
381,2021-03-25,324,0.0,196,51,29,22,2378,18922.0,21300.0,43610,263,914337,2427932.0,3342269.0,
382,2021-03-26,361,0.0,196,53,31,25,3837,44647.0,48484.0,43971,263,918174,2472579.0,3390753.0,
383,2021-03-27,334,2.0,193,51,30,23,3913,39498.0,43411.0,44305,265,922087,2512077.0,3434164.0,
384,2021-03-28,326,2.0,196,52,30,21,2132,52958.0,55090.0,44631,267,924219,2565035.0,3489254.0,
385,2021-03-29,360,4.0,185,49,27,19,4032,44400.0,48432.0,44991,271,928251,2609435.0,3537686.0,
386,2021-03-30,439,3.0,177,46,25,21,3666,38591.0,42257.0,45430,274,931917,2648026.0,3579943.0,
387,2021-03-31,434,0.0,176,43,26,22,3235,48066.0,51301.0,45864,274,935152,2696092.0,3631244.0,
388,2021-04-01,309,4.0,190,46,27,22,1436,42478.0,43914.0,46173,278,936588,2738570.0,3675158.0,
389,2021-04-02,705,1.0,193,45,26,22,5204,53940.0,59144.0,46878,279,941792,2792510.0,3734302.0,
390,2021-04-03,404,0.0,199,45,26,21,3596,46747.0,50343.0,47282,279,945388,2839257.0,3784645.0,
391,2021-04-04,431,0.0,210,48,28,24,2898,51944.0,54842.0,47713,279,948286,2891201.0,3839487.0,
392,2021-04-05,565,1.0,196,47,28,24,5414,49238.0,54652.0,48278,280,953700,2940439.0,3894139.0,
393,2021-04-06,559,2.0,205,46,28,21,4892,44191.0,49083.0,48837,282,958592,2984630.0,3943222.0,
394,2021-04-07,529,2.0,210,48,26,24,3661,43520.0,47181.0,49366,284,962253,3028150.0,3990403.0,
395,2021-04-08,622,3.0,207,52,31,31,3752,43795.0,47547.0,49988,287,966005,3071945.0,4037950.0,
396,2021-04-09,601,0.0,205,50,31,29,4495,58712.0,63207.0,50589,287,970500,3130657.0,4101157.0,
397,2021-04-10,446,4.0,204,52,32,30,4401,44913.0,49314.0,51035,291,974901,3175570.0,4150471.0,
398,2021-04-11,470,0.0,225,57,33,31,2546,52550.0,55096.0,51505,291,977447,3228120.0,4205567.0,
399,2021-04-12,528,1.0,225,56,33,28,5963,52134.0,58097.0,52033,292,983410,3280254.0,4263664.0,
400,2021-04-13,619,2.0,228,63,38,33,5538,45718.0,51256.0,52652,294,988948,3325972.0,4314920.0,
401,2021-04-14,602,4.0,232,63,37,32,4163,46124.0,50287.0,53254,298,993111,3372096.0,4365207.0,
402,2021-04-15,690,7.0,251,64,39,34,4700,46202.0,50902.0,53944,305,997811,3418298.0,4416109.0,
403,2021-04-16,677,1.0,270,63,37,31,4956,64112.0,69068.0,54621,306,1002767,3482410.0,4485177.0,
404,2021-04-17,786,4.0,270,65,37,31,6058,51080.0,57138.0,55407,310,1008825,3533490.0,4542315.0,
405,2021-04-18,852,3.0,271,67,36,32,5638,53404.0,59042.0,56259,313,1014463,3586894.0,4601357.0,
406,2021-04-19,822,3.0,284,68,35,30,5125,54641.0,59766.0,57081,316,1019588,3641535.0,4661123.0,
407,2021-04-20,941,1.0,277,68,37,30,6815,49953.0,56768.0,58022,317,1026403,3691488.0,4717891.0,
408,2021-04-21,843,1.0,291,71,39,33,4920,48104.0,53024.0,58865,318,1031323,3739592.0,4770915.0,
409,2021-04-22,927,1.0,296,74,38,33,6516,49050.0,55566.0,59792,319,1037839,3788642.0,4826481.0,
410,2021-04-23,889,1.0,297,70,36,32,6971,59663.0,66634.0,60681,320,1044810,3848305.0,4893115.0,
411,2021-04-24,895,1.0,292,70,36,33,7330,51129.0,58459.0,61576,321,1052140,3899434.0,4951574.0,
412,2021-04-25,773,0.0,301,74,38,32,3333,53529.0,56862.0,62349,321,1055473,3952963.0,5008436.0,
413,2021-04-26,611,3.0,300,78,39,36,8829,41772.0,50601.0,62960,324,1064302,3994735.0,5059037.0,
414,2021-04-27,760,2.0,292,73,38,31,8297,34580.0,42877.0,63720,326,1072599,4029315.0,5101914.0,
415,2021-04-28,845,3.0,285,75,39,36,6065,34746.0,40811.0,64565,329,1078664,4064061.0,5142725.0,
416,2021-04-29,668,3.0,279,75,39,36,6705,30620.0,37325.0,65233,332,1085369,4094681.0,5180050.0,
417,2021-04-30,676,5.0,275,70,36,32,6976,40645.0,47621.0,65909,337,1092345,4135326.0,5227671.0,
418,2021-05-01,463,1.0,274,71,37,29,7076,24601.0,31677.0,66372,338,1099421,4159927.0,5259348.0,
419,2021-05-02,58,2.0,292,72,37,29,6112,46.0,6158.0,66430,340,1105533,4159973.0,5265506.0,
420,2021-05-03,481,7.0,276,66,33,28,3865,28534.0,32399.0,66911,347,1109398,4188507.0,5297905.0,
421,2021-05-04,509,5.0,263,65,32,26,4537,57922.0,62459.0,67420,352,1113935,4246429.0,5360364.0,
422,2021-05-05,562,1.0,246,67,32,28,6001,51313.0,57314.0,67982,353,1119936,4297742.0,5417678.0,
423,2021-05-06,460,1.0,247,63,33,30,6432,35800.0,42232.0,68442,354,1126368,4333542.0,5459910.0,
424,2021-05-07,324,4.0,237,59,32,30,5920,50500.0,56420.0,68766,358,1132288,4384042.0,5516330.0,
425,2021-05-08,397,2.0,233,59,34,31,6067,65184.0,71251.0,69163,360,1138355,4449226.0,5587581.0,
426,2021-05-09,269,2.0,224,62,35,32,7110,102736.0,109846.0,69432,362,1145465,4551962.0,5697427.0,
427,2021-05-10,276,1.0,207,64,34,31,8373,75045.0,83418.0,69708,363,1153838,4627007.0,5780845.0,
428,2021-05-11,390,2.0,189,57,36,32,7113,58435.0,65548.0,70098,365,1160951,4685442.0,5846393.0,
429,2021-05-12,260,2.0,173,56,35,29,4550,50266.0,54816.0,70358,367,1165501,4735708.0,5901209.0,
430,2021-05-13,213,1.0,167,54,34,32,5079,69847.0,74926.0,70571,368,1170580,4805555.0,5976135.0,
431,2021-05-14,171,4.0,155,51,28,24,5195,87628.0,92823.0,70742,372,1175775,4893183.0,6068958.0,
432,2021-05-15,157,0.0,156,51,31,28,4966,78372.0,83338.0,70899,372,1180741,4971555.0,6152296.0,
433,2021-05-16,165,0.0,157,50,31,27,2047,61751.0,63798.0,71064,372,1182788,5033306.0,6216094.0,
434,2021-05-17,167,1.0,150,46,32,27,10564,51740.0,62304.0,71231,373,1193352,5085046.0,6278398.0,
435,2021-05-18,167,1.0,148,49,33,26,5194,40404.0,45598.0,71398,374,1198546,5125450.0,6323996.0,
436,2021-05-19,135,0.0,148,47,33,29,5015,39279.0,44294.0,71533,374,1203561,5164729.0,6368290.0,
437,2021-05-20,77,2.0,134,48,31,28,4651,44713.0,49364.0,71610,376,1208212,5209442.0,6417654.0,
438,2021-05-21,135,2.0,120,48,32,28,5700,73845.0,79545.0,71745,378,1213912,5283287.0,6497199.0,
439,2021-05-22,91,1.0,115,44,30,28,5051,56558.0,61609.0,71836,379,1218963,5339845.0,6558808.0,
440,2021-05-23,75,1.0,115,42,30,26,5146,55362.0,60508.0,71911,380,1224109,5395207.0,6619316.0,
441,2021-05-24,100,3.0,106,43,32,26,6742,46073.0,52815.0,72011,383,1230851,5441280.0,6672131.0,
442,2021-05-25,79,2.0,97,37,29,24,5035,38312.0,43347.0,72090,385,1235886,5479592.0,6715478.0,
443,2021-05-26,69,0.0,95,35,27,22,5554,36222.0,41776.0,72159,385,1241440,5515814.0,6757254.0,
444,2021-05-27,75,1.0,82,34,24,20,4403,40110.0,44513.0,72234,386,1245843,5555924.0,6801767.0,
445,2021-05-28,73,3.0,78,31,23,16,6209,55916.0,62125.0,72307,389,1252052,5611840.0,6863892.0,
446,2021-05-29,56,0.0,74,30,23,18,4764,51692.0,56456.0,72363,389,1256816,5663532.0,6920348.0,
447,2021-05-30,44,0.0,73,32,23,18,5210,41946.0,47156.0,72407,389,1262026,5705478.0,6967504.0,
448,2021-05-31,50,1.0,70,31,22,17,6373,40690.0,47063.0,72457,390,1268399,5746168.0,7014567.0,
449,2021-06-01,58,0.0,66,27,19,16,5963,37065.0,43028.0,72515,390,1274362,5783233.0,7057595.0,
450,2021-06-02,58,1.0,57,22,16,14,4813,34755.0,39568.0,72573,391,1279175,5817988.0,7097163.0,
451,2021-06-03,53,2.0,58,21,15,12,5325,37838.0,43163.0,72626,393,1284500,5855826.0,7140326.0,
452,2021-06-04,83,1.0,52,18,13,11,6389,47828.0,54217.0,72709,394,1290889,5903654.0,7194543.0,
453,2021-06-05,41,0.0,45,18,12,11,4906,44556.0,49462.0,72750,394,1295795,5948210.0,7244005.0,
454,2021-06-06,29,0.0,50,17,13,12,5363,40913.0,46276.0,72779,394,1301158,5989123.0,7290281.0,
455,2021-06-07,80,1.0,47,18,12,11,7271,39340.0,46611.0,72859,395,1308429,6028463.0,7336892.0,
456,2021-06-08,60,1.0,45,19,11,9,5029,33406.0,38435.0,72919,396,1313458,6061869.0,7375327.0,
457,2021-06-09,77,2.0,43,16,10,8,4956,34168.0,39124.0,72996,398,1318414,6096037.0,7414451.0,
458,2021-06-10,59,4.0,47,17,11,9,5210,32454.0,37664.0,73055,402,1323624,6128491.0,7452115.0,
459,2021-06-11,60,1.0,38,15,9,8,6314,47550.0,53864.0,73115,403,1329938,6176041.0,7505979.0,
460,2021-06-12,42,1.0,33,13,8,6,5044,38458.0,43502.0,73157,404,1334982,6214499.0,7549481.0,
461,2021-06-13,33,0.0,32,12,8,8,5572,37579.0,43151.0,73190,404,1340554,6252078.0,7592632.0,
462,2021-06-14,57,1.0,30,11,8,8,5948,33904.0,39852.0,73247,405,1346502,6285982.0,7632484.0,
463,2021-06-15,64,0.0,32,9,8,6,5788,29941.0,35729.0,73311,405,1352290,6315923.0,7668213.0,
464,2021-06-16,68,0.0,38,12,8,6,4728,26396.0,31124.0,73379,405,1357018,6342319.0,7699337.0,
465,2021-06-17,65,0.0,41,15,9,8,6903,27254.0,34157.0,73444,405,1363921,6369573.0,7733494.0,
466,2021-06-18,76,0.0,45,18,11,10,6844,35047.0,41891.0,73520,405,1370765,6404620.0,7775385.0,
467,2021-06-19,62,0.0,44,21,10,9,5337,35889.0,41226.0,73582,405,1376102,6440509.0,7816611.0,
468,2021-06-20,61,0.0,46,22,10,10,5832,24778.0,30610.0,73643,405,1381934,6465287.0,7847221.0,
469,2021-06-21,67,0.0,46,19,11,10,4944,16306.0,21250.0,73710,405,1386878,6481593.0,7868471.0,
470,2021-06-22,122,0.0,47,19,11,9,6289,31385.0,37674.0,73832,405,1393167,6512978.0,7906145.0,
471,2021-06-23,167,0.0,43,19,11,10,4876,28537.0,33413.0,73999,405,1398043,6541515.0,7939558.0,
472,2021-06-24,175,0.0,47,19,11,10,5874,28553.0,34427.0,74174,405,1403917,6570068.0,7973985.0,
473,2021-06-25,169,0.0,41,17,11,9,5222,37438.0,42660.0,74343,405,1409139,6607506.0,8016645.0,
474,2021-06-26,226,0.0,43,18,11,10,5777,36032.0,41809.0,74569,405,1414916,6643538.0,8058454.0,
475,2021-06-27,216,0.0,50,18,10,8,5276,33511.0,38787.0,74785,405,1420192,6677049.0,8097241.0,
476,2021-06-28,314,0.0,54,17,9,7,6221,31325.0,37546.0,75099,405,1426413,6708374.0,8134787.0,
477,2021-06-29,332,0.0,59,20,9,6,4918,44823.0,49741.0,75431,405,1431331,6753197.0,8184528.0,
478,2021-06-30,429,0.0,54,20,9,6,5219,31020.0,36239.0,75860,405,1436550,6784217.0,8220767.0,
479,2021-07-01,473,0.0,59,18,9,6,6812,30638.0,37450.0,76333,405,1443362,6814855.0,8258217.0,
480,2021-07-02,529,0.0,54,20,10,7,6531,38681.0,45212.0,76862,405,1449893,6853536.0,8303429.0,
481,2021-07-03,583,0.0,63,21,10,8,6038,42320.0,48358.0,77445,405,1455931,6895856.0,8351787.0,
482,2021-07-04,577,1.0,71,19,13,9,6498,39350.0,45848.0,78022,406,1462429,6935206.0,8397635.0,
483,2021-07-05,787,1.0,88,23,13,9,6613,37065.0,43678.0,78809,407,1469042,6972271.0,8441313.0,
484,2021-07-06,827,0.0,89,26,12,10,6131,35475.0,41606.0,79636,407,1475173,7007746.0,8482919.0,
485,2021-07-07,952,0.0,93,27,12,10,6144,37901.0,44045.0,80588,407,1481317,7045647.0,8526964.0,
486,2021-07-08,993,0.0,107,28,11,10,7924,41108.0,49032.0,81581,407,1489241,7086755.0,8575996.0,
487,2021-07-09,882,0.0,117,30,13,12,6873,55288.0,62161.0,82463,407,1496114,7142043.0,8638157.0,
488,2021-07-10,960,0.0,125,32,14,13,8097,61213.0,69310.0,83423,407,1504211,7203256.0,8707467.0,
489,2021-07-11,849,0.0,139,34,14,13,5614,58051.0,63665.0,84272,407,1509825,7261307.0,8771132.0,
490,2021-07-12,832,0.0,153,40,17,16,6365,53399.0,59764.0,85104,407,1516190,7314706.0,8830896.0,
491,2021-07-13,1081,3.0,159,41,19,18,7589,55309.0,62898.0,86185,410,1523779,7370015.0,8893794.0,
492,2021-07-14,1120,2.0,165,40,18,16,6136,56520.0,62656.0,87305,412,1529915,7426535.0,8956450.0,
493,2021-07-15,1152,0.0,181,48,19,18,9903,57302.0,67205.0,88457,412,1539818,7483837.0,9023655.0,
494,2021-07-16,953,1.0,190,44,19,19,8260,64751.0,73011.0,89410,413,1548078,7548588.0,9096666.0,
495,2021-07-17,928,0.0,203,54,20,20,7032,65842.0,72874.0,90338,413,1555110,7614430.0,9169540.0,
496,2021-07-18,858,1.0,218,55,21,20,6755,64054.0,70809.0,91196,414,1561865,7678484.0,9240349.0,
497,2021-07-19,1056,5.0,228,56,22,22,7483,61981.0,69464.0,92252,419,1569348,7740465.0,9309813.0,
498,2021-07-20,995,1.0,231,59,23,23,7704,59627.0,67331.0,93247,420,1577052,7800092.0,9377144.0,
499,2021-07-21,1014,3.0,243,63,26,26,7537,65561.0,73098.0,94261,423,1584589,7865653.0,9450242.0,
500,2021-07-22,1046,5.0,264,68,29,28,8298,80890.0,89188.0,95307,428,1592887,7946543.0,9539430.0,
501,2021-07-23,895,0.0,254,63,29,29,9001,67272.0,76273.0,96202,428,1601888,8013815.0,9615703.0,
502,2021-07-24,789,3.0,259,69,31,28,5812,68386.0,74198.0,96991,431,1607700,8082201.0,9689901.0,
503,2021-07-25,727,2.0,276,71,34,32,7011,66042.0,73053.0,97718,433,1614711,8148243.0,9762954.0,
504,2021-07-26,851,2.0,270,76,33,31,8272,63687.0,71959.0,98569,435,1622983,8211930.0,9834913.0,
505,2021-07-27,791,6.0,292,80,38,34,6693,58370.0,65063.0,99360,441,1629676,8270300.0,9899976.0,
506,2021-07-28,769,3.0,286,83,42,40,6616,64062.0,70678.0,100129,444,1636292,8334362.0,9970654.0,
507,2021-07-29,655,4.0,283,83,41,39,7425,60805.0,68230.0,100784,448,1643717,8395167.0,10038884.0,
508,2021-07-30,635,3.0,279,85,38,36,7603,66519.0,74122.0,101419,451,1651320,8461686.0,10113006.0,
509,2021-07-31,527,3.0,288,82,41,39,7227,87052.0,94279.0,101946,454,1658547,8548738.0,10207285.0,
510,2021-08-01,277,1.0,301,86,45,42,6218,17036.0,23254.0,102223,455,1664765,8565774.0,10230539.0,
511,2021-08-02,493,4.0,287,88,43,36,7786,25797.0,33583.0,102716,459,1672551,8591571.0,10264122.0,
512,2021-08-03,598,4.0,289,98,49,40,9204,52385.0,61589.0,103314,463,1681755,8643956.0,10325711.0,
513,2021-08-04,575,2.0,273,90,49,41,6814,54648.0,61462.0,103889,465,1688569,8698604.0,10387173.0,
514,2021-08-05,580,3.0,293,96,50,45,8661,27480.0,36141.0,104469,468,1697230,8726084.0,10423314.0,
515,2021-08-06,525,4.0,292,96,51,48,7385,51893.0,59278.0,104994,472,1704615,8777977.0,10482592.0,
516,2021-08-07,599,1.0,285,95,52,50,7194,54689.0,61883.0,105593,473,1711809,8832666.0,10544475.0,
517,2021-08-08,389,4.0,286,96,57,54,7069,28127.0,35196.0,105982,477,1718878,8860793.0,10579671.0,
518,2021-08-09,446,3.0,278,98,52,50,6961,35466.0,42427.0,106428,480,1725839,8896259.0,10622098.0,
519,2021-08-10,573,3.0,263,87,52,50,6364,56191.0,62555.0,107001,483,1732203,8952450.0,10684653.0,
520,2021-08-11,484,7.0,264,92,55,51,6726,47523.0,54249.0,107485,490,1738929,8999973.0,10738902.0,
521,2021-08-12,402,5.0,276,95,55,51,6806,46678.0,53484.0,107887,495,1745735,9046651.0,10792386.0,
522,2021-08-13,419,3.0,259,92,52,45,6344,47829.0,54173.0,108306,498,1752079,9094480.0,10846559.0,
523,2021-08-14,401,1.0,244,87,51,47,6857,47639.0,54496.0,108707,499,1758936,9142119.0,10901055.0,
524,2021-08-15,165,1.0,240,84,49,46,6164,7844.0,14008.0,108872,500,1765100,9149963.0,10915063.0,
525,2021-08-16,381,5.0,234,85,47,46,5980,38394.0,44374.0,109253,505,1771080,9188357.0,10959437.0,
526,2021-08-17,412,3.0,232,92,52,51,6388,55002.0,61390.0,109665,508,1777468,9243359.0,11020827.0,
527,2021-08-18,433,3.0,223,90,52,47,5927,38548.0,44475.0,110098,511,1783395,9281907.0,11065302.0,
528,2021-08-19,420,4.0,208,85,50,45,6646,41574.0,48220.0,110518,515,1790041,9323481.0,11113522.0,
529,2021-08-20,311,6.0,201,77,49,45,7075,40985.0,48060.0,110829,521,1797116,9364466.0,11161582.0,
530,2021-08-21,311,3.0,194,70,43,37,7368,44131.0,51499.0,111140,524,1804484,9408597.0,11213081.0,
531,2021-08-22,193,6.0,194,76,44,37,6384,25707.0,32091.0,111333,530,1810868,9434304.0,11245172.0,
532,2021-08-23,333,2.0,196,75,44,38,6258,45741.0,51999.0,111666,532,1817126,9480045.0,11297171.0,
533,2021-08-24,355,2.0,184,72,42,35,7640,44814.0,52454.0,112021,534,1824766,9524859.0,11349625.0,
534,2021-08-25,257,0.0,181,75,41,37,5536,34042.0,39578.0,112278,534,1830302,9558901.0,11389203.0,
535,2021-08-26,254,5.0,178,72,38,31,5367,40015.0,45382.0,112532,539,1835669,9598916.0,11434585.0,
536,2021-08-27,324,6.0,159,66,30,25,6061,28426.0,34487.0,112856,544,1841730,9627342.0,11469072.0,database update resulted to -1 death
537,2021-08-28,213,2.0,152,59,28,24,5919,41803.0,47722.0,113069,546,1847649,9669145.0,11516794.0,
538,2021-08-29,208,2.0,157,61,27,24,5191,24836.0,30027.0,113277,548,1852840,9693981.0,11546821.0,
